tconst,convert_text,genres
tt6384386,fanney khan struggl singer want make daughter big name music worldprash kumar orchestra singer known fanney khan fan mohdmmad rafibut could never make music worldwhen daughter born name lata lata mageshkar promis make big singermani year later lata aspir singer critic weightprash work small factori shut oper feel dream make lata singer shatteredprash take drive taxi secretlybabi singh well known singer sit carprash kidnap keep take factori support friend adirthey call babi manag karan kakkad ask ransom,"Comedy,Drama,Music"
tt5705306,celest love stori set tropic splendor far north queensland stori famili fall apart come togeth last chanc keep decay world aliv celest renown opera diva retir earli man love live crumbl beauti estat heart rainforest far north queensland ten year tragic death husband celest set return stage final perform stepson jack still haunt past arriv amidst prepar perform find celest rememb celest want jack stay estat need perform one last request celest set bohemian world opera showcas stun unseen part world,"Drama,Music"
tt8583378,two girl chanc encount instantli befriend tri find decid pursu music togeth,"Biography,Comedy,Music"
tt7100354,everywher minut landmark documentari film made beatl fan fan celebr year follow world greatest rock band everywher includ origin interview famou emerg musician author artist influenc fab well individu key help creat intern acclaim keep flame burn today film special record music perform fan around world neverseenbefor restor footag photograph film maker photograph time,Music
tt8737938,romant journey stockholm swing danc world dramat comedi love music danceadam work much lisa enjoy swing danc club stockholm refus go due fear danc get hit car end coma learn unfaith unknown dancer adam becom obsess find one problem get learn danc,"Comedy,Drama,Music"
tt7819668,lara beat come age movi young beauti giwa sister caught center financi scandal late parent media empir sister forc privileg bubbl must learn build futur music enterpris salvag famili legaci,"Drama,Music,Romance"
tt8443922,mizuho dedic practic hard realiz ambit elit gymnast one day mat find hunch writh excruci pain find hospit diagnos spinal cord diseas paralyz lower part bodi bitter crush soon meet man guitar shoulder mizuho find reason put asid anger bitter awkward,"Drama,Music,Romance"
tt8463476,shock phone call inform wawa death father boyfriend michael later discov wawa father member legendari underground rock band dictat mysteri disband late member rock band michael hope cover dictat song battl band competit meanwhil record label owner scheme obtain master tape dictat record wawa lucr releas,"Crime,Music"
tt7095852,haksoo challeng tv audit program year never get finalist day fail th audit receiv call hometown father hospit rush hometown byeonsan find father lie bring byeonsan head back seoul suspect phish scam crimin,"Comedy,Drama,Music"
tt7776838,cyril fall head heel new girl class roxi drop dead gorgeou cool problem cyril terribl self consciou got rather larg nose write song belov shi let know pretend written hunki rick presum roxi must admir chanc love rather go dim wit rick macho benno,"Comedy,Music,Romance"
tt10911666,mesmerica uniqu visual music journey design stimul mind sens bring togeth music grammynomin compos percussionist jame hood togeth visuallyhypnot anim art curat artist around world experi stun immers fulldom project surround sound planetarium dome theater across us canada,Music
tt6098526,motion selfi oneofakind diy filmmak darkli comic chronicl follow year life washedup viral video star sexual deprav stalker becom obsess work,"Biography,Comedy,Drama"
tt6340698,high school student tomura naoki met piano tuner itadori soichiro school hokkaido could smell forest piano tune soichiro touch boy decid work togeth soichiro music instrument store naoki develop relationship mani peopl relat piano meet sister pianist high school student kazun yuni,"Drama,Music"
tt8857176,man travel past met chanc woman travel present khaosan road bangkok thailand becom porter leav road togeth,"Drama,Music,Romance"
tt8513302,mark loss mismatch jo eccentr famili seek happi lock paraso perdido nightclub stop time sing popular romant music,"Drama,Music,Musical"
tt4908174,year old boy passion danc brother rescu street old showman take live estrang former danc partnerbroth,"Drama,Family,Music"
tt8370818,fresh disori quirki slapstick romp histori mad accompani irrepress fli saxophonist lee thompson probabl mostli true,Music
tt10782442,tens psycholog element visual poem blend natur music human weak perspect growth captur fantasi three individu challeng journey,"Fantasy,Music,Mystery"
tt7253216,gauthier young journalist learn mother illegitim son guy jamet age french pop singer famou oldtim crooner embark tour promot newli releas cover album gauthier decid follow behind scene stage road pretext film documentari career,"Comedy,Drama,Music"
tt8232576,th octob eve first anniversari jack bruce pass starstud lineup pay move tribut scottish legend roudhous london concert music direct nitin sawhney featur cream bandmat ginger baker phil manzanera ian anderson mark king vernon reid joss stone hugh cornwel uli jon roth berni marsden clem clempson amongst mani includ jack big blue band tour year death incred lineup delight audienc stun select bruce song span decad precream day final album silver rail,Music
tt2570500,outsid time teen hooker lofi cowboy mute drifter cross white desert experi final gig mysteri rockstar heroon journey wit final perform mythic musician thought long dead group misfit navig barren terrain dystopian futur constantli connect nihilist dj radio station fntn fonotun influenc japanes cinema graphic design manga comic fonotun electr fairytal film strang encount lost connect mayb end world set anoth time place peopl bare commun three lone drifter make odyssey experi mysteri rockstar final cosmic perform desert known big white noth influenc japanes cinema graphic design manga comic fonotun electr fairytal film strang encount fleet connect mayb end world,"Adventure,Comedy,Drama"
tt8359848,french dancer gather remot empti school build rehears wintri night allnight celebr morph hallucinatori nightmar learn sangria lace lsdin mid french urban dancer join togeth threeday rehears closeddown board school locat heart forest share one last danc make one last parti around larg sangria bowl quickli atmospher becom charg strang mad seiz whole night seem obviou drug neither know soon imposs resist neuros psychos numb hypnot increas electr rhythm music feel paradis plung hell,"Drama,Horror,Music"
tt6543652,music director fall love singer tri persuad flee communist poland francea passion love stori two peopl differ background tempera fate mismatch yet condemn set background cold war poland berlin yugoslavia pari film depict imposs love stori imposs time,"Drama,History,Music"
tt9716728,dificult love bewitch film central theme love separ consequ separ attribut occult forc throw protagonist world afrobrazilian mystic religion,"Comedy,Mystery,Romance"
tt9699064,shukradesea wellb idea conceiv year ago narrat near real life situat vedic astrolog venu shukra consid auspici planet natur repres wealth prosper film titl joseph ninasam well known stage play director act coach debut director film movi platform beginn showcas talent music director editor movi none other film fratern role kenchaiah play anil bidaha essay small role movi role girija play sowmya jaganmurthi bharatanatyam dancer debut never train act school actor act movi first timer,"Drama,Romance"
tt9417976,play within perform art project jean white femal perform artist hope harold african american actor play thoma jefferson project plan tour harold hate jefferson becom intrigu hear jefferson appear anoth platform jean spiral time decid end life keep burn letter write third level spiral time one actress play three gener jefferson femal descend wife martha read actual letter write dialogu across time ensu basement spiral join jean harold arthur dress design provid comic releif particip improvis scene use puppet fabric three charact argu stick fact altern stori emerg real father salli heme children might origin score richard robeson blend classic music omin drum spiral staircas set piec creat thoma traut embodi theme jean espous time neither linear pendular move upward spiral,"Biography,Comedy,Drama"
tt9412678,hardtotam housewif roller coaster marri life megac,"Comedy,Drama,Romance"
tt9363474,long time coupl routin search other phone month night decid end ritual suspici activ caus one guilti conscienc send fit anger reveal truth,"Comedy,Drama,Romance"
tt9309570,un stori two love bird ali sanno true love term condit un base real life stori revolv around physic mental challeng coupl,"Drama,Romance"
tt9228712,kayleigh got dump tri figur went wrong explor past relationship exe,Romance
tt9212750,sin passion project india award cinematograph santosh sivan ambiti almost entir silent film told compel power visual still draw deep emot dilemma etern theme project produc virtual realiti project expand experi narr film submit year sundanc new frontier vr showcas separ,"Drama,Romance"
tt9109774,friend movi pure base friendship stori sacrific two friend unexpect twist unpredict climax,Romance
tt9033534,report anxiou get go new york soon report journal bonu point get sent countrysid instead seen somewher credit though stay meter away local guy caus ever sinc childhood brought bad luck mission expos local organ farm organ,Romance
tt9001482,unexpect guest new year eve parti make bizarr request host impact live,"Comedy,Drama,Family"
tt8997246,tragedi strike two damag soul left one night come term past feel separ ocean fear happi,"Drama,Romance"
tt8997090,realiti tv given birth shotgun celebr reach fame via one mani tv show parad around pa circuit flybynight agent burn left shell human desensit sexual kind meaning relationship isol penniless left road pick list work come way countri town time forgot pleasureland focus one man use guy tv stori take place across one weekend one uk tire seasid town unnam protagonist book coupl pa person appear bottom barrel last hurrah end road howev much surpris find drawn hotel receptionist dina dina slowli reconnect matter attempt fill void left year parti two peopl two differ world find happi togeth pleasureland honest depict nt see countless instagram account socal celebr step limelight highlight brutal realiti cast manipul sake entertain serv cautionari tale thousand wannab audit show,"Drama,Romance"
tt8983054,sameera amrita acharya orphan enjoy life save incom futur time pass get affect deadli diseas doctor say month left life upset decid enjoy rest time leav thailand,Romance
tt8942204,care enough fake orgasm,"Comedy,Romance"
tt8870054,person abl get system stereotyp find love realiti search possibl path open,"Fantasy,Romance"
tt8848900,director wei jie yuan spent four year prepar film use uniqu len interpret life love film uniqu keen perspect interpret ultim topic life death love light comedi style film tell stori inspir stori young femal industri design accident becam pet mortician departur direct face death design met unusu man lifeaft year act experi wei jie yuan turn director produc behind scene start creat film director wei jie yuan indic would everyth could creat well content well made warm work director statement life difficult still make film artist import film art import alway believ good film stori must come true realiti matter cruel ugli could china human life right properli respect yet let alon anim life right must start somewher young artist believ respons someth made film perspect uniqu horizon film pet departur reflect respect human life valu present life prospect world peac,Romance
tt8804776,look like nt plot summari titl yet first contribut click edit page button bottom page learn plot summari submiss guid,"Drama,Romance"
tt8790018,hallucin caus problem us andi start new chapter birthplac idol miguel de cervant creat greatest dreamer ever occupi imagin quixot de la mancha,"Drama,Romance"
tt8784862,pair best friend set trip get mundan life trip meet cute live ladi turn dream ladi guy instantli fall drama revolv around whose feel would ladi revert,Romance
tt8769874,movi chines young coupl start journey togeth wander around street boy keep ponder front home alway felt reluct come back independ film style similar haruki murakami wild sheep chase eric rohmer six moral tale film shot exclus iphoneplu perform nonprofession actor director benchen xu also screenplay writer cinematograph editor music compos main produc movi storylin bowen man lie lost way met girl yuanyuan stay kfc restaur two know quit time yuanyuan help bowen found way back home howev insist hous middleag coupl live hous parent coupl happen look like bowen parent yuanyuan alway wander around outsid home bowen join stay hotel eat drink noth later yuanyuan spent save never contact famili yuanyuan want get bowen join hid luggag pretend lost one day wander way edg citi found abandon villa set camp live sinc thenthey thought make live,"Drama,Romance"
tt8760674,bosnian girl mother die cancer must move help dad take care sister help aunt must also accept dad move hardest lesson let go mother,"Drama,Family,Romance"
tt8748958,month fail hollywood danni dump girlfriend unemploy ca nt finish deed th birthday reconnect high school acquaint forc reexamin life,"Comedy,Drama,Romance"
tt8718192,young woman spend last summer med school caught love triangl best friend new boyfriend,"Drama,Romance"
tt8652844,two young lover distant parent get caught world rival young men nave old friar errat nurs help surviv famili scorn,"Drama,Romance"
tt8601996,boy get troubl school go extrem stop kiss happen convinc princip th kiss theori tri plan th kissaft three year develop episod seri air annual five week rio theatr kitsilano secondari school student took first featur film student staff wrote direct product film edit film perform student also first time kitsilano theatr compani work profession artist record label soni time warner obtain legal right song use product project reflect high school student achiev given proper financi technic moral support run profession product student held audit creat storyboard ran set mirror union standard film multipl camera soni fs odyssey red scarletx audio devic hn zoom obtain footag could edit colour correct modifi audio includ adr session hold focu group screen prepar festiv submiss,"Comedy,Romance"
tt8586692,anaadimohan ordinari man extra ordinari qualiti love everyon right trodden respect rule minist uncommon qualiti young bud wife kamala inspit yawn gap age differ husband approach near entranc sunset year dearth unadulter ageold love affect coupl respect normal found typic bengali housewif love kamala free impur whatsoev ca nt share abani handsom young man local inspit relentless effort final abani got way retreat,"Drama,Romance"
tt8545272,hitman us govern goe rogu taken north korean agent la nyc,"Drama,Romance"
tt8531262,lone career machinist fall troubl young artist drawn togeth guid mysteri dimens reconcil past,"Adventure,Drama,Fantasy"
tt8496604,man drive overnight meet woman dream,"Drama,Romance"
tt8464638,stori inspir beauti love stori kun opera peoni pavilion,"Drama,Romance"
tt8460746,borderlin iran azerbaijan across peopl two nation speak languag azerbaijani soldier fall love iranian girl nomad tribe herd border area howev possibl two facetofac commun soldier advis iranian fellow soldier patrol border bridg alongsid correspond recogn alphabet use two nation differ although speak languag therefor iranian soldier decid translat letter way gradual learn languag howev,"Drama,Romance"
tt8447664,young widow mother inlaw tri match make much older rich man,"Comedy,Drama,Romance"
tt8433678,small coastal town new zealand trent flander hire intern oil compani map ocean floor make astonish discoveri ancient past amid strang aurora increas earth chang bizarr event begin manifest find help pretti archaeolog student four stranger brought togeth struggl understand connect ancient secret,"Adventure,Drama,Fantasy"
tt8432016,old man jump yangtz river bridg son die kidnap young man lost memori suddenli woke desert centralisland beach save girl live alon island chemistri gradual grew stronger strang memori revers ident kept flash young man mind found girl elabor hoax left island broken heart fell river accident drift beach old man look back secret past ascent last moment life everyth appear karma,"Drama,Fantasy,Romance"
tt8396196,childhood stori took place villag central shaanxi plain late context student judg grade bawang chaoguo student primari school bad student eye teacher parent recogn parent teacher bawang chaoguo saw big tree field home hid favorit thing tree natur child caus mani conflict bawang chaoguo adult world one day miss fen came work teacher miss fen appoint librarian class also becam good friend femal teacher home also becam femal teacher home howev good time nt last long preferenti treatment receiv chang arriv miss fen boyfriend,"Comedy,Family,Romance"
tt8383584,struggl young man name hari tri commit suicid breakup end hospit room encount elderli man name thenkasi though argument thenkasi life keen decis die soon get forc journey meet nine laymen say thank gift pack order fulfil thenkasi last wish thu meet transgend mother fortunetel therukkothu folk artist schoolmast paralys silambam martial art guru sewag worker mad man live honey bee rural ceram artist srilankan fisherman repres one rasa nava rasa nine emot moreov meet hari get remind girlfriend emot stori till breakup nine peopl indirectli share vision life last among nine gift pack reach hari hand end hari identifi thenkasi reflect thu valu life film travel thinai geographi backbon tamil cultur life well rasa emot posit way film shot independ micro budget project done period month crew member travel chennai rameswaram southern tip india toward srilanka,"Adventure,Drama,Romance"
tt8354064,road two girl mani stori,"Adventure,Drama,Family"
tt8318200,nomin best intern featur south texa intern film festiv comedi four best girl friend lila sammi gigi muscl four complet differ person also four differ point view defin live relationship particular friendship four differ conflict person manag humor test deep secret kept hidden becom reveal one one friendship challeng beyond ever thought possibl,"Comedy,Romance"
tt8306702,susan woman find mundan natur life catch meet annett woman decad younger middl nowher start simpl kiss becom unexpect lovesusan job sustain lone exist even bare keep go work land develop compani susan job take variou type properti analyz one particular properti middl nowher visit surpris meet annett wander around turn annett use live properti ambiti aspir rekindl sens rural exist complic aris howev two find interest overwhelmingli attract one anoth point love blossom despit differ nevertheless two know deep annett inevit go leav town pursu hermit lifestyl relationship doom fail type situat discov truli matter life must sacrific order need,"Comedy,Drama,Romance"
tt8302494,sreemukhi priya singh decid end life receiv strang call later learnt prank call arya manoj nandan work tv channel arya sreemukhi turn friend decid get marri seri event misunderstand aris arya sreemukhi tackl differ unit form plot manasainodu,Romance
tt8272052,film tell stori man woman two differ time period mysteri forc interconnect share sens touch sound love stori transcend space timeseason musician jay su nuo xu heard voic strang girl may sizhu zhou chat himmay dumb photograph jay may separ thousand mile cross barrier time space establish spiritu exchang wan na meet may found time space found lu jay stori go die car accid face unknown futur death may make choic,"Fantasy,Romance"
tt8270774,two uniqu famili collis cours find laugh music love answer mean american famili st centuri,"Comedy,Drama,Family"
tt8269216,lakshmi life turn upsid father tri separ lover given hope happili ever,Romance
tt8145874,marri person love exclaim kana bride run middl wed ceremoni citi arriv small town inhabit time stop lost peopl differ time play music find code allow return home world kana meet new peopl especi peopl past want could meet real world return home world necessari play melodi contain specif code nt know melodi ca nt return world person kana want could meet real world grandfath die born,"Drama,Fantasy,Romance"
tt8141238,bore housewif start affair husband friend troubl whole famili,"Drama,Family,Romance"
tt8108210,bhagya lakshmi fall head heel karthik tri hard somehow win karthick everyth seem go fine coupl karthick exlov vaishnavi come scene disrupt love stori vaishnavi come back karthick life problem creat come mess form rest stori,Romance
tt8076746,young royal famili experi haunt middl love affair,"Drama,Fantasy,Romance"
tt8070936,western korea hybrid love seri compos video featur archetyp charact interpret lovestori find characterist korean drama,"Comedy,Romance"
tt7967440,accid lone man look father discov destini dream,"Drama,Mystery,Romance"
tt7893584,jack rut unsur life tri stay focus get life order manner distract get way,"Comedy,Romance"
tt7886960,tanmay moumita meet first time colleg gradual love begin betwwen later moumita come know tanmay father nt accept relat die blood cancer day phone call come tanmay moumita phone tanmay hear moumita voic want know incid possibl watch movi moumita,"Drama,Romance"
tt7881520,group friend go find work compani boss murder,"Romance,Thriller"
tt7285748,famou playwright life turn upsid forc look choic made,"Comedy,Drama,Romance"
tt7231758,former stripper former drug dealer fall love look mend past suddenli find world fall apart put back togeth unexpect waysjan young proudli independ singl mother struggl aftermath sexual assault took place one year ago work stripper finch former drug dealer tri redeem music juggl work rais littl girl goal own danc studio jane meet finch fate night involv gun car soon world know begin crumbl apart put back togeth unexpect way,"Comedy,Drama,Romance"
tt7141148,alan michael nathanson success tv produc popular bubblehead scifi seri get marri beauti fianc jennif charlbi dean voluptu vacuou star hit tv show porthol celebr schedul destin wed palm spring hold reunion closest friend colleg arriv palm spring celebr divers rang charact includ best friend kevin jason tobia attorney given dream futur exwif gabriel diana getting go midlif crisi taken young wild year old amber sierra love pretenti prurient blogger ian jc mackenzi old colleg roommat mitch steve age success welladjust dentist steven adam huss attend new boyfriend stephen johnathan fernandez person alan excit see laura viva bianca attend french husband jose miklo banyai famou painter feel place step reunit old friend weekend goe alan impend nuptial put jeopardi,"Comedy,Drama,Romance"
tt7133570,two exlov meet manila weekend end power struggl shake past futur,"Drama,Romance"
tt6690716,love stori romant twist turn,Romance
tt6560846,nt know one,"Comedy,Romance"
tt6127136,young melancholi man live day day search way meet friend like fall love spanish girl enough,"Drama,Romance"
tt6064520,two gener dreamer meet begin date fals pretens lie catch forc take good look choic becom peopl dream ofandi front desk clerk littl ambit find muse hayley beauti shampoo girl chase big dream nyc world collid hapless runin starstruck lover assum fals ident follow script life selfimprov book lead potenti bigger problem could ever dream,"Comedy,Drama,Romance"
tt6010972,brad gari hook motel room tenth high school reunion small town chillicoth ohio one closet hide behind invent wife reckless kill pain sex drug alcohol ca nt see far enough futur believ one despit differ connect ca nt ignor draw back hotel room everi success reunion immens chang happen lgbt commun reflect back brad gari evolv live decad world silenc equal death one equal might realiti believ deserv,"Drama,Romance"
tt5935310,chines term sheng nu mean leftov women refer women success yet unmarri late twenti beyond rest world may seem harsh millenni chines women alltoofamiliar part daili life china success bachelorett ying xiao le play maggi qin pressur parent get marri mission find mr right advis friend goe fabl wish tree make wish find mr right suddenli old chines myth come true seri awkward event follow four elig bachelor suddenli fight attent one childhood friend crush sinc kid end true love win selflov best way find true love film explor clash modern tradit view woman role china although china mani asian countri share long histori conserv view marriag woman role famili structur howev china econom boom grow bodi educ women financi freedom women free abl live independ comparison conserv elder generationsa success bachelorett ying xiao le play maggi qin pressur parent get marri mission find mr right advis friend goe fabl wish tree make wish find mr right suddenli old chines myth come true seri awkward event follow four elig bachelor suddenli fight attent one childhood friend crush sinc kid end true love win selflov best way find true love,Romance
tt5893100,young man tri convinc escort leav line work seemswhen eric pay escort veronica minut time intend use opportun convinc quit line work veronica damsel distress ensu verbal battl wit spark fli pair attempt win argument peel away layer realli find secret eric hold ensur noth remain told realtim set entir one locat two charact escort film relationship today intimaci lost social media age,"Drama,Romance"
tt5884348,leonora year old teenag live grandmoth lock top huge apart build grandma kept believ world full monster danger truth although leonora know strang power draw person either guess action draw person die grandma know want expos world evil power one day grandma goe buy groceri assault shock give heart attack die street without identif,"Drama,Romance,Thriller"
tt5823720,bad boy rock roller tyson sentenc commun servic local nurs home,"Drama,Romance"
tt5815216,mani year date late lili chagsteen amara overmy ben chagsteen elia peraza get letter mysteri woman pari franc state know ben back high school though woman make surpris appear home sudden beat two day see ben lili ben relationship may shatter secret begin unravel may end,"Drama,Romance,Thriller"
tt5647100,devast accid musician leav town make amend discov must first forgiv,"Drama,Romance"
tt5200130,two women best friend sinc childhood must find restor eventu redempt unforgiv act betray,"Drama,Romance"
tt5068978,mardo jewish teen fall love ana non jewish black girl freshman colleg polit activist brazil turbul sixti discov love pain live romant danger believ true love brought togeth overcom barrier,"Drama,Family,Romance"
tt5028838,dark love stori jack monica jack guy love world one share monica ladi fair share lust never love chanc meet two unlucki soul love come togeth anoth purpos,"Horror,Romance"
tt4908968,movi seattl prostitut whose life redeem,"Drama,Romance"
tt4714710,two colleg student fall love one year graduat bright futur ahead one develop schizophrenia,"Drama,Romance"
tt4693840,love never easi road one know better carli rina whose relationship take turn wors carli decid drop med school rina lose job attorney forc move motel situat neither happi make matter wors rina battl depress return carli decid use money left buy camera pursu videographi profess despit crack start show relationship carli rina pledg repair broken matter circumst matter odd adam say unfortun time side pandem diseas ravag world appear citi start turn peopl craze flesh eat machin carli rina decid keep document occurr camera forc band togeth like never order surviv,"Horror,Romance"
tt4471042,kept away societi standard childhood biolog uniqu samuel clarenc beddington nonconformist prodigi guid tutor struggl man alien discov love,"Comedy,Drama,Romance"
tt4189646,modern set shakespear classic two smalltown boy head big citi look adventur romanc fall girl friend becom rival,Romance
tt3968634,inspir true event defeat amaz romancedrama film take journey follow life model stephani struggl find true love content suffer traumat childhood experi stephani must cope confront past regain selfvalu deal life issu order find happi defeat uniqu film inspir true event make movi chill aweinspir film fill shocker unravel moment past,"Drama,Romance"
tt3914834,one man receiv unexpect visit second man reminisc life love share thirdon man home answer front door hous live wife children caller second man seen sinc colleg day year earlier spontan reunion visitor remind differ life love share togeth third man host find life decis call question,"Drama,Romance"
tt3511822,two stranger first date encount eccentr italian restaur owner give scientif formula fall love,"Comedy,Drama,Romance"
tt3429692,stori follow live two teenag midwest max maggi town misfit physic social total opposit maggi gift high school runner dysfunct famili mother suicid father drunk max shi boy clubfoot hail one town respect famili father pastor local church spite differ perhap two outcast grow becom best friend school help rough spot lend shoulder cri need eventu relationship max maggi develop love far max maggi concern life could nt get better maggi receiv track scholarship colleg max girl dream thing way chang maggi goe away school summon max father offic talk talk pastor gibb deep dark secret learn max maggi live turn upsid,"Drama,Family,Romance"
tt3410974,amid news report raven beast roam night gao excon bar manag leader punk band wuhan china get caught seri unexplain brutal murder nicol young american pass town attract attent long mysteri past local gang thug turn night scene lifeanddeath struggl,"Horror,Romance,Thriller"
tt2574538,woman discov new hous inhabit ghost passion young concert pianist die tragic thirtyf year earlierfor thirtyf year ghost eddi conway passion young pianist haunt old hous hollywood hill unabl move without complet piano concerto pretti midwestern girl lisa wagner move disrupt afterlif lisa also musician young unknown dream spirit connect eddi girl ghost find thru music lisa eddi becom fond natur fond turn romanc know imposs resist attract long eventu love overcom even death tragedi strike,Romance
tt2396557,desper step famou mother shadow creat legaci aspir actress taken wing eccentr film director make empti promis surround reckless friend obsess success lead new fastpac lifestyl eventu leav homeless jobless depth seriou drug addict,"Drama,Romance"
tt1319706,london lad angel cali new york jock collid citi unrequit dream pursuit true romanc fight defi life coulda woulda shoulda uniqu romant dramedi,"Comedy,Drama,Family"
tt9422468,spokesvil bike land speedi main charact mountain bike readi leader gasolin engin come disturb citi speedi friend pin gassi montana fight annoy artifact keep spokesvil clean,"Animation,Family,Sport"
tt8487848,ride uphil stori keirina profession bicycl race sport bet allow set kitakyushu kokura keirin found film depict awkward struggl men live edg attempt achiev dream film coordin direct kan eguchi success film director winner cann lion three consecut year eguchi ventur direct first featur film main actor kenichi abe yearold man influenc father former keirin racer abe also aspir profession keirin racer hometown oita slowli work way actor decid end act career march unless abl land role larger product inde abe liter actor live edg becom protagonist film,"Drama,Sport"
tt8093028,mismatch team basebal profession must train southpaw pitcher pitch opposit arm brutal attack,Sport
tt7295568,takashi use wrestl take serious comic figur appar includ mask getup sinc offici wrestl joke told son live boy find lie schoolmat father line work,"Family,Sport"
tt5618938,southwest atlanta tech swatech basketbal everyth happen athlet realiz worth without game,Sport
tt10758262,explor boundari unknown learn stretch limit time remain awar possibl consequ humbl enough let go athlet constantli live edg show us also simpl human be chase time zone search energi gener power natur push limit recount stori extraordinari peopl relationship element,Sport
tt10341190,princip shekhawati high school sikar rajasthan face daunt task save school shut way save school improv academ result imposs villag gambl fritter away time option avail somehow inspir school win state level badminton tournament princip summon bhagat explain crisi face school stay afloat bhagat enjoy play chidi balla gang idea badminton suddenli burden respons save school bhagat transform game chidi balla badminton triumph odd save school bhagat quest save school indol villag ralli around process transform turn new leaf go restor forgotten heritag cultur sikar past glori,"Comedy,Drama,Family"
tt8458718,woman hail middleclass famili background aim excel competit world cricket help support fatheran indian villag girl born poor farmer influenc father get attach game cricket movi showcas challeng woman becom cricket famili struggl hard time love father well craft beauti movi,"Drama,Sport"
tt9609266,latest film ride bmx mike mastroni headlight fullfeatur pure ride film celebr bmx core brainchild rever filmmak mike mastroni headlight got namesak hundr hour spent behind wheel convert sprinter van travel countri put togeth plu minut cuttingedg street ride true mix style give headlight style refin spotmind establish pro like ryan jordan calvin kosovich progress technic ride johnni raek jake seeley outlandishli creativ ride tate roskelli shawn elf walter shot digit old super mm film camera headlight homag bmx video heyday contain progress everi fulllength bmx video must full section demarcu paul calvin kosovich broc raiford jake seeley zach krejma ryan jordan justin spriet bradi tweedi mike mastroni tate roskelley shawn elf walter johnni raek,Sport
tt8390458,mitsuki shi rather isol school towa basketbal team mitsuki classmat due circumst mitsuki soon begin social four jock basketbal team affect selfesteem social statu loneli life find new leas school life,"Family,Sport"
tt10443766,mitsuki shi person nt mani friend towa classmat school basketbal team begin hang basketbal team social life school chang drastic,Sport
tt6628198,jeet lo marathon inspir love stori deal discov one intern strength achiev imposs one liner man run distanc km win back love wife instead fall love extraordinari featur film direct debut aryan aryan marathon stori tell gather experi becom marathon portray incred stori main lead play aryan ankita bahuguna anjani kumar singh preena jhamb film also introduc south african super model chandr meir import role film shot pune intern marathon satara hill marathon thane varsha mayor marathon major locat film lucknow mumbai pune thane virar matherun mauritiu,"Drama,Sport"
tt9124428,true love success stori turkey revolv around jockey hali karata hors bold pilot daughter hors owner time voluntari caretak horseth champion great love stori hali karata begum atman came togeth legendari race hors bold pilot adapt true stori film own promin name turkish horsesho ozdemir atman bold pilot hors love even interest hors race bold pilot perman jockey hali karata togeth achiev unforgett success record gazi race pass yet anoth success bold pilot presenc hali karata begum atman ahmet katyksiz sit director chair film epic topic love famou jockey begum atman serkan yoruk wrote screenplay famou jockey hali karata ekin koc begum atman farah zeynep abdullah give life jockey club turkey ozdemir atman former presid play veteran actor fikret kuskan translat cj entertain turkey champion talk great love stori hali karata begum atman came togeth legendari race hors bold pilot adapt true stori film own promin name turkish horsesman ozdemir atman bold pilot perman jockey hali karata togeth unforgett achiev record gazi race still unfulfil anoth success bold pilot presenc hali karata begum atman,"Drama,Romance,Sport"
tt9662736,exclus behindthescen footag take host world cup film tell russia stori prepar stage world premier sport event fifa world cup shot period year start film took place around host citi surround almost everi month begin competit,Sport
tt5575364,ordinari day parktak dramat featur film basebal center upper class black suburban chicago famili explor marriag infidel educ teenag relationship teenag nichola dupre struggl unwant pressur possess father farri deal sibl rivalri brother ricki help mother carol old famili friend mr johnson former major leagu basebal player find path life film display major issu dramat analysi goe behind close door home seem perfect american famili,"Drama,Family,Sport"
tt6343314,tutelag rocki balboa newli crown heavyweight champion adoni creed face viktor drago son ivan dragoyear adoni creed made name rocki balboa mentorship young boxer becom heavyweight champion world life good victori marriag bianca troubl come philadelphia ivan drago russian boxer kill adoni father apollo arriv son viktor challeng adoni rocki advic adoni accept challeng without mentor particip pay price punish bout win technic injur demor adoni bring back game leav spirit titl jeopardi togeth adoni famili rocki must find way rekindl adoni fight spirit face futur whatev choic make meanwhil drago famili troubl tri regain respect homeland lost rocki hand wonder whether truli worth itthre year loss pretti ricki conlan adoni creed score string victori culmin victori danni stuntman wheeler andr ward win wbc world heavyweight championship worldwid star adoni propos girlfriend bianca taylor agre marri bianca suggest start new life togeth lo angel adoni reluct leav life philadelphia behind meanwhil ivan drago former soviet boxer kill adoni father apollo creed ring thirtythre year earlier see opportun regain glori taken result loss rocki balboa moscow later year pit son viktor drago assist buddi marcel promot follow viktor career close adoni rocki refus support adoni decis accept viktor challeng adoni feel betray decid leav lo angelesadoni creed top world win wbc world heavyweight championship success propos girlfriend bianca world soon come crash ivan drago man kill father apollo creed come america son challeng new champion aveng lost rocki balboa year ago,"Drama,Sport"
tt10160782,scientist invent contrapt transport steampunk world law physic bent distort,"Fantasy,Sport"
tt7329058,yoichi play basketbal junior high capabl grant scholarship attend high school superl basket team instead welcom boy student decid bulli harass new player lead yoichi new high school basketbal team expectedli basketbal team best team soon play team school yoichi beforeyoichi tadokoro use captain middl school basketbal team enter privat high school scholarship basketbal team high school strong yoichi get bulli high school decid transfer new school name school join basketbal team good school team go previou privat high school team,"Drama,Sport"
